Date,Open,High,Low,Close,Adj Close,Volume
2016-11-23,25.76,25.950001,25.65,25.74,25.74,5928600
2016-11-25,25.889999,25.99,25.43,25.540001,25.540001,6497700
2016-11-28,25.559999,25.945,25.540001,25.83,25.83,9681700
2016-11-29,25.84,27.700001,25.75,26.85,26.85,29892600
2016-11-30,26.85,27.4,26.665001,26.870001,26.870001,15084800
2016-12-01,26.790001,26.950001,26.18,26.299999,26.299999,11150700
2016-12-02,26.32,26.450001,25.719999,25.879999,25.879999,9493300
2016-12-05,25.860001,26.315001,25.58,25.950001,25.950001,7537700
2016-12-06,26.09,26.26,25.77,25.83,25.83,4690800
2016-12-07,25.76,27.190001,25.719999,26.98,26.98,17786700
2016-12-08,26.99,27.200001,26.690001,26.969999,26.969999,8079000
2016-12-09,26.870001,26.969999,26.264999,26.84,26.84,7892400
2016-12-12,26.379999,26.620001,25.82,26.16,26.16,6383400
2016-12-13,26.309999,26.92,25.92,26.66,26.66,7137300
2016-12-14,26.690001,27.379999,26.51,26.950001,26.950001,11007700
2016-12-15,26.74,26.74,25.58,25.77,25.77,9761400
2016-12-16,25.73,26.16,25.57,25.610001,25.610001,7696300
2016-12-19,25.6,25.639999,25.25,25.379999,25.379999,4873600
2016-12-20,25.719999,25.719999,25.309999,25.52,25.52,4972700
2016-12-21,25.42,25.959999,25.42,25.879999,25.879999,3935800
2016-12-22,25.860001,25.9,25.49,25.620001,25.620001,4442000
2016-12-23,25.51,25.85,25.34,25.49,25.49,5591400
2016-12-27,25.52,26.209999,25.455,25.93,25.93,5188200
2016-12-28,26.09,26.195,25.610001,25.74,25.74,2880600
2016-12-29,25.76,25.912001,25.559999,25.639999,25.639999,3361500
2016-12-30,25.68,25.84,25.285,25.440001,25.440001,3531500
2017-01-03,25.950001,26.110001,25.639999,25.82,25.82,8275300
2017-01-04,26.049999,26.084999,25.584999,25.85,25.85,7862800
2017-01-05,26.15,26.799999,26.049999,26.299999,26.299999,10205600
2017-01-06,26.299999,26.41,25.92,26.27,26.27,6234300
2017-01-09,26.639999,26.950001,26.139999,26.26,26.26,8071500
2017-01-10,26.299999,27.1,26.25,26.9,26.9,20417400
2017-01-11,26.76,27.18,26.445,26.77,26.77,5498100
2017-01-12,26.83,26.83,26.48,26.610001,26.610001,4864500
2017-01-13,26.77,26.9,26.52,26.84,26.84,5929700
2017-01-17,26.82,27.65,26.709999,27.209999,27.209999,7705100
2017-01-18,27.34,27.5,26.860001,27.16,27.16,5974400
2017-01-19,27.299999,27.84,27.129999,27.75,27.75,10272200
2017-01-20,27.959999,28.139999,27.540001,27.6,27.6,7142000
2017-01-23,27.5,28.27,27.459999,28.18,28.18,9972400
2017-01-24,28.5,28.91,28.219999,28.540001,28.540001,13843200
2017-01-25,28.77,28.84,28.354,28.59,28.59,7459500
2017-01-26,28.799999,28.799999,28.18,28.32,28.32,6052100
2017-01-27,28.35,28.5,28.120001,28.360001,28.360001,3105200
2017-01-30,28.17,28.639999,28.059999,28.559999,28.559999,3595000
2017-01-31,28.32,28.459999,28.01,28.4,28.4,4381700
2017-02-01,28.59,28.59,28.02,28.129999,28.129999,4109200
2017-02-02,28.0,28.209999,27.879999,28.17,28.17,4403300
2017-02-03,28.280001,28.4,28.08,28.32,28.32,3671500
2017-02-06,28.639999,28.799999,28.35,28.540001,28.540001,3919200
2017-02-07,28.66,28.940001,28.459999,28.809999,28.809999,4834600
2017-02-08,28.809999,29.059999,28.629999,28.98,28.98,3769400
2017-02-09,28.959999,29.200001,28.76,29.01,29.01,6230100
2017-02-10,29.209999,29.525,29.01,29.379999,29.379999,4491400
2017-02-13,29.52,29.65,29.105,29.52,29.52,6084500
2017-02-14,29.48,29.74,29.280001,29.43,29.43,3330800
2017-02-15,29.5,30.25,29.4,30.139999,30.139999,8001200
2017-02-16,30.32,30.57,30.030001,30.23,30.23,7706200
2017-02-17,29.57,30.27,29.51,29.85,29.85,7079600
2017-02-21,30.0,30.285,29.809999,30.23,30.23,5131400
2017-02-22,30.27,30.67,30.1,30.469999,30.469999,6599800
2017-02-23,30.75,30.879999,30.23,30.610001,30.610001,9920800
2017-02-24,30.5,30.52,30.030001,30.27,30.27,4641300
2017-02-27,30.299999,30.91,30.25,30.799999,30.799999,5946300
2017-02-28,30.969999,31.16,30.360001,30.57,30.57,8639500
2017-03-01,30.83,30.99,30.559999,30.67,30.67,7942600
2017-03-02,31.74,32.470001,30.48,30.93,30.93,22176000
2017-03-03,31.32,31.58,30.870001,30.93,30.93,9198400
2017-03-06,30.969999,30.98,30.24,30.41,30.41,8109800
2017-03-07,30.200001,30.940001,29.959999,30.75,30.75,7488300
2017-03-08,30.610001,31.639999,30.6,31.34,31.34,8226600
2017-03-09,31.15,31.51,30.959999,31.200001,31.200001,5546200
2017-03-10,31.35,31.549999,30.945,31.059999,31.059999,6038500
2017-03-13,31.27,31.82,31.15,31.690001,31.690001,6473500
2017-03-14,31.459999,31.59,31.110001,31.370001,31.370001,4364700
2017-03-15,31.35,31.530001,31.08,31.379999,31.379999,4368800
2017-03-16,31.870001,32.209999,31.440001,31.540001,31.540001,6367500
2017-03-17,31.77,31.77,31.34,31.559999,31.559999,6464100
2017-03-20,31.57,31.870001,31.540001,31.719999,31.719999,4270800
2017-03-21,31.879999,31.93,30.139999,30.32,30.32,9364400
2017-03-22,30.18,30.610001,29.879999,30.58,30.58,6790000
2017-03-23,30.85,31.35,30.610001,31.290001,31.290001,8940500
2017-03-24,31.42,31.84,31.1,31.26,31.26,5826800
2017-03-27,31.0,31.549999,30.76,31.379999,31.379999,4055400
2017-03-28,31.33,32.0,31.209999,31.459999,31.459999,5862300
2017-03-29,31.5,31.67,31.424999,31.58,31.58,3152800
2017-03-30,31.5,31.889999,31.469999,31.559999,31.559999,4907700
2017-03-31,31.4,31.559999,31.084999,31.110001,31.110001,5975200
2017-04-03,31.43,32.099998,31.27,31.92,31.92,7934900
2017-04-04,31.799999,31.889999,31.23,31.440001,31.440001,4927500
2017-04-05,31.58,32.060001,31.440001,31.530001,31.530001,5368400
2017-04-06,31.690001,32.259998,31.49,32.23,32.23,5840700
2017-04-07,32.200001,32.25,31.57,32.009998,32.009998,5651000
2017-04-10,32.16,32.919998,32.150002,32.669998,32.669998,8303800
2017-04-11,32.700001,33.280998,32.220001,32.299999,32.299999,8054200
2017-04-12,32.310001,32.880001,32.310001,32.709999,32.709999,6818000
2017-04-13,32.740002,32.869999,32.450001,32.470001,32.470001,3029600
2017-04-17,32.669998,33.09,32.580002,32.720001,32.720001,4383300
2017-04-18,32.669998,33.005001,32.549999,32.84,32.84,4273500
2017-04-19,33.16,34.0,33.099998,33.360001,33.360001,10268600
2017-04-20,34.040001,34.139999,33.450001,33.970001,33.970001,7963500
2017-04-21,34.139999,34.724998,34.0,34.349998,34.349998,11713500
2017-04-24,34.779999,34.939999,34.360001,34.57,34.57,9606800
2017-04-25,35.0,35.07,34.880001,34.959999,34.959999,6889900
2017-04-26,35.060001,35.075001,34.799999,34.939999,34.939999,6069900
2017-04-27,35.049999,35.32,34.970001,35.299999,35.299999,4983000
2017-04-28,35.5,35.5,34.73,35.07,35.07,4760000
2017-05-01,35.139999,35.450001,35.02,35.34,35.34,5712700
2017-05-02,35.349998,35.564999,34.869999,35.450001,35.450001,5194800
2017-05-03,35.529999,35.529999,34.509998,35.150002,35.150002,7920900
2017-05-04,35.259998,35.494999,34.958,35.400002,35.400002,10001600
2017-05-05,35.5,35.900002,35.16,35.779999,35.779999,9033900
2017-05-08,37.880001,39.09,37.689999,38.549999,38.549999,31389600
2017-05-09,38.84,38.990002,38.279999,38.529999,38.529999,16211100
2017-05-10,38.549999,39.360001,38.419998,39.32,39.32,16745100
2017-05-11,39.150002,40.0,38.75,39.759998,39.759998,13039700
2017-05-12,39.82,40.720001,39.77,40.560001,40.560001,13923100
2017-05-15,40.990002,41.012001,39.91,40.23,40.23,12498600
2017-05-16,40.279999,41.0,40.23,40.77,40.77,14975900
2017-05-17,40.200001,40.959999,39.959999,40.040001,40.040001,10284600
2017-05-18,39.025002,40.395,38.59,40.16,40.16,12521400
2017-05-19,40.470001,41.720001,40.419998,41.060001,41.060001,12501200
2017-05-22,41.610001,41.970001,41.200001,41.66,41.66,11472000
2017-05-23,41.959999,41.970001,40.32,40.720001,40.720001,11557400
2017-05-24,40.860001,40.91,39.77,40.439999,40.439999,10509900
2017-05-25,41.0,41.349998,40.715,41.02,41.02,9737600
2017-05-26,40.93,41.099998,40.615002,40.990002,40.990002,6765800
2017-05-30,41.099998,41.099998,40.369999,40.790001,40.790001,7109900
2017-05-31,40.720001,40.790001,39.689999,40.029999,40.029999,14503600
2017-06-01,40.200001,40.470001,39.98,40.290001,40.290001,10061400
2017-06-02,40.32,40.369999,39.860001,40.23,40.23,8721100
2017-06-05,40.32,40.529999,40.07,40.32,40.32,5543300
2017-06-06,40.200001,40.549999,40.07,40.18,40.18,6317800
2017-06-07,40.299999,41.43,40.150002,41.18,41.18,7187400
2017-06-08,43.41,43.799999,41.220001,41.919998,41.919998,23897000
2017-06-09,42.490002,42.509998,38.459999,39.0,39.0,23285100
2017-06-12,39.0,39.619999,37.98,39.220001,39.220001,18130800
2017-06-13,39.830002,40.139999,38.937,39.27,39.27,11098800
2017-06-14,39.57,39.575001,38.200001,38.400002,38.400002,14856300
2017-06-15,38.029999,38.139999,36.77,38.119999,38.119999,17218400
2017-06-16,37.919998,38.584999,37.73,38.169998,38.169998,10328800
2017-06-19,39.455002,40.32,39.349998,39.740002,39.740002,17094100
2017-06-20,39.599998,39.84,38.75,38.900002,38.900002,8672800
2017-06-21,39.189999,41.27,38.98,41.09,41.09,16040900
2017-06-22,40.619999,41.450001,40.599998,41.330002,41.330002,11009100
2017-06-23,41.299999,43.060001,41.0,42.950001,42.950001,15892100
2017-06-26,43.310001,44.18,42.049999,43.080002,43.080002,17101000
2017-06-27,42.790001,42.950001,40.529999,40.689999,40.689999,16074200
2017-06-28,41.490002,41.52,39.630001,41.279999,41.279999,13714700
2017-06-29,41.150002,41.189999,39.220001,39.5,39.5,14952400
2017-06-30,39.865002,39.950001,38.740002,39.220001,39.220001,13271200
2017-07-03,39.830002,39.830002,38.75,38.860001,38.860001,5713400
2017-07-05,38.950001,39.919998,38.509998,39.759998,39.759998,11584600
2017-07-06,39.209999,39.490002,38.709999,39.110001,39.110001,8506100
2017-07-07,39.099998,39.66,39.099998,39.220001,39.220001,6603200
2017-07-10,39.25,40.634998,39.209999,40.419998,40.419998,9663700
2017-07-11,40.59,41.334999,40.32,40.810001,40.810001,8056300
2017-07-12,41.27,41.98,41.200001,41.439999,41.439999,8126200
2017-07-13,41.5,41.91,41.009998,41.43,41.43,5157800
2017-07-14,41.380001,42.134998,41.174999,42.009998,42.009998,7283500
2017-07-17,42.049999,42.139999,40.970001,41.630001,41.630001,7573500
2017-07-18,41.599998,43.099998,41.34,42.990002,42.990002,10107600
2017-07-19,43.400002,44.09,42.771,43.220001,43.220001,12296700
2017-07-20,43.259998,43.490002,42.514999,42.919998,42.919998,5826300
2017-07-21,43.0,43.235001,42.400002,43.080002,43.080002,4154800
2017-07-24,43.150002,43.68,43.049999,43.540001,43.540001,5842300
2017-07-25,43.75,44.73,43.27,44.459999,44.459999,8479100
2017-07-26,44.759998,46.849998,44.619999,45.869999,45.869999,15727700
2017-07-27,46.5,46.849998,43.880001,45.16,45.16,16176900
2017-07-28,44.700001,45.960999,44.200001,45.220001,45.220001,8919300
2017-07-31,45.27,45.984001,44.439999,45.169998,45.169998,11473100
2017-08-01,45.82,45.91,45.25,45.549999,45.549999,6188500
2017-08-02,45.549999,45.75,44.16,45.25,45.25,7937700
2017-08-03,45.490002,45.73,44.66,45.299999,45.299999,8277600
2017-08-04,45.599998,46.415001,45.34,46.400002,46.400002,5775800
2017-08-07,46.639999,47.950001,46.27,47.560001,47.560001,10439200
2017-08-08,47.919998,48.990002,47.630001,48.150002,48.150002,16061900
2017-08-09,47.639999,47.880001,46.889999,47.84,47.84,10069800
2017-08-10,47.5,47.849998,45.759998,46.09,46.09,12381900
2017-08-11,45.5,46.213001,44.91,45.900002,45.900002,16163500
2017-08-14,45.0,45.450001,43.060001,44.25,44.25,36778800
2017-08-15,44.939999,44.98,43.259998,44.049999,44.049999,18834700
2017-08-16,44.470001,44.950001,43.459999,43.650002,43.650002,14150300
2017-08-17,43.040001,43.150002,40.75,40.799999,40.799999,30669000
2017-08-18,41.060001,41.169998,39.93,40.130001,40.130001,19114600
2017-08-21,40.400002,41.470001,40.209999,41.259998,41.259998,17220900
2017-08-22,41.869999,42.215,41.150002,42.150002,42.150002,15564100
2017-08-23,42.130001,43.060001,41.849998,42.439999,42.439999,14382400
2017-08-24,42.810001,42.959999,41.450001,42.07,42.07,13507700
2017-08-25,42.040001,42.139999,40.360001,40.869999,40.869999,15744900
2017-08-28,41.0,41.122002,39.43,40.349998,40.349998,14718900
2017-08-29,39.400002,41.07,39.330002,40.84,40.84,9388100
2017-08-30,40.900002,42.049999,40.895,41.939999,41.939999,9590300
2017-08-31,42.380001,42.509998,41.396999,41.91,41.91,9956700
2017-09-01,41.93,42.490002,41.68,41.990002,41.990002,6093400
2017-09-05,41.525002,41.880001,40.970001,41.400002,41.400002,9546100
2017-09-06,41.700001,42.18,41.134998,41.639999,41.639999,7886000
2017-09-07,41.73,42.132999,41.57,41.830002,41.830002,5668100
2017-09-08,41.759998,41.956001,41.07,41.150002,41.150002,7008300
2017-09-11,41.709999,42.5,41.709999,42.040001,42.040001,10256600
2017-09-12,42.360001,43.5,41.810001,43.290001,43.290001,14168300
2017-09-13,43.450001,45.279999,43.360001,45.27,45.27,20095000
2017-09-14,44.84,45.93,44.52,45.25,45.25,12954300
2017-09-15,45.584999,45.599998,44.700001,44.91,44.91,16910700
2017-09-18,45.450001,45.830002,44.709999,44.740002,44.740002,11368500
2017-09-19,45.0,45.040001,43.830002,44.330002,44.330002,9301600
2017-09-20,44.389999,44.549999,43.715,44.439999,44.439999,8014200
2017-09-21,43.900002,43.959999,42.41,42.98,42.98,14574100
2017-09-22,42.48,42.68,42.16,42.369999,42.369999,11622100
2017-09-25,42.040001,42.09,40.470001,40.93,40.93,17094900
2017-09-26,41.560001,41.779999,40.110001,40.32,40.32,15053300
